date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:58:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Dec%202022%2019:58:49%20GMT	https://aquanite.net/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/js/toastr.min.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/js/toastr.min.js	(from https://aquanite.net/faq.html)
20:58:50	18273/18273	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2019:12:56%20GMT	https://aquanite.net/js/pace.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/js/pace.js	(from https://aquanite.net/faq.html)
20:58:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Dec%202022%2019:58:50%20GMT	https://aquanite.net/use.fontawesome.com/releases/v5.3.1/js/all.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/use.fontawesome.com/releases/v5.3.1/js/all.js	(from https://aquanite.net/faq.html)
20:58:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Dec%202022%2019:58:50%20GMT	https://aquanite.net/cdn.jsdelivr.net/npm/popper.js%401.16.0/dist/umd/popper.min.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/cdn.jsdelivr.net/npm/popper.js@1.16.0/dist/umd/popper.min.js	(from https://aquanite.net/faq.html)
20:58:51	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Dec%202022%2019:58:50%20GMT	https://aquanite.net/stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	(from https://aquanite.net/faq.html)
20:58:51	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Dec%202022%2019:58:51%20GMT	https://aquanite.net/widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	(from https://aquanite.net/faq.html)
20:58:51	1223/1223	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2019:13:00%20GMT	https://aquanite.net/faq-2.html	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/faq-2.html	(from https://aquanite.net/faq.html)
20:58:51	1236/1236	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2019:12:55%20GMT	https://aquanite.net/js/lazysizes.min.html	C:/Moje%20Strony%20Web/STRONKAA/aquanite.net/js/lazysizes.min-2.html	(from https://aquanite.net/faq.html)
20:58:52	1072/1072	---MCZ	403	error ('Forbidden')	text/html	etag:W/%22b387a1cb641be03cc6aedc6b5ad842cc%22	https://widget.trustpilot.com/bootstrap/v5/xhr.js	C:/Moje%20Strony%20Web/STRONKAA/widget.trustpilot.com/bootstrap/v5/xhr.js	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
20:58:52	1072/1072	---MCZ	403	error ('Forbidden')	text/html	etag:W/%22b387a1cb641be03cc6aedc6b5ad842cc%22	https://widget.trustpilot.com/bootstrap/v5/GET	C:/Moje%20Strony%20Web/STRONKAA/widget.trustpilot.com/bootstrap/v5/GET	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
20:58:52	1072/1072	---MCZ	403	error ('Forbidden')	text/html	etag:W/%22b387a1cb641be03cc6aedc6b5ad842cc%22	https://widget.trustpilot.com/bootstrap/v5/lib/widget-management.js	C:/Moje%20Strony%20Web/STRONKAA/widget.trustpilot.com/bootstrap/v5/lib/widget-management.js	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
20:58:52	102/102	---M--	200	added ('OK')	text/plain	etag:%228b5a40dbad471445639f1d0315f20a63%22	https://widget.trustpilot.com/robots.txt		(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
